// FoldWatcher
// ---------------------
// Coded by Dr.K@meleon <drkameleon@hotmail.com>
// 
// homepage : http://kameleon-nest.blogspot.com
//            http://sourceforge.net/projects/foldwatcher/
// ============================
// Filename : wus_list.dat
// Last Update : 17/05/2008
//
// -----------------------------------------------------------------
// This program is free software: you can redistribute it and/or modify
// it under the terms of the GNU General Public License as published by
// the Free Software Foundation, either version 3 of the License, or
// (at your option) any later version.
//
// This program is distributed in the hope that it will be useful,
// but WITHOUT ANY WARRANTY; without even the implied warranty of
// MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
// GNU General Public License for more details.
//
// You should have received a copy of the GNU General Public License
// along with this program.  If not, see <http://www.gnu.org/licenses/>.
//
// Copyright (C) 2008 by Dr.K@meleon
// ========================================================

100||villin|0|0.00|6.00|2.00|0||Gastrointestinal tumors and Adenocarcinomas|
2580|171.64.65.83|p2580_A21_agbnp_amber99|222|1.20|3.60|280.00|100|GRO-PS3||luttmann|
2581|171.64.65.83|p2581_A21_agbnp_amber99|222|1.10|3.40|260.00|100|GRO-PS3||luttmann|
2582|171.65.103.157|p2582_A21|222|36.00|54.00|200.00|100|AMBER||luttmann|
2583|171.64.122.139|p2583_BBA5_expl|12200|55.00|82.00|293.00|100|DGROMACS||luttmann|
2584|171.64.122.70|p2584_BBA5|12200|40.00|59.00|210.00|100|DGROMACS||luttmann|
2585|171.64.122.70|p2585_BBA5|12200|41.00|61.00|217.00|100|DGROMACS||luttmann|
2586|171.64.122.70|p2586_BBA5|12200|26.00|38.00|133.00|100|GROMACS||luttmann|
2587|171.64.122.70|p2587_BBA5|12200|27.00|39.00|135.00|100|GROMACS||luttmann|
2588|171.64.122.70|p2588_BBA5|12200|27.00|39.00|135.00|100|GROMACS||luttmann|
2589|171.64.122.70|p2589_BBA5|12200|26.00|38.00|134.00|100|GROMACS||luttmann|
2604|171.64.65.56|p2604_Protein in POPC|77373|3.00|4.00|1760.00|100|GRO-SMP|*Lipid Membrane Interactions|kasson|
2605|171.64.65.56|p2605_Protein in POPC|77373|3.00|4.00|1760.00|100|GRO-SMP|*Lipid Membrane Interactions|kasson|
2606|171.64.65.65|p2606_tet_1499|126006|20.00|40.00|292.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
2608|171.64.65.56|P2608|126010|4.00|4.00|1385.00|100|GRO-SMP|*Lipid Membrane Interactions|kasson|
2609|171.64.65.56|P2609|126010|4.00|4.00|1523.00|100|GRO-SMP|*Lipid Membrane Interactions|kasson|
2610|171.64.65.64|P2610|126010|4.00|4.00|1523.00|100|GRO-SMP|*Lipid Membrane Interactions|kasson|
2611|171.64.65.65|p2611_POPE|127052|20.00|40.00|682.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
2612|171.64.65.65|p2612_tet_new|126006|20.00|40.00|292.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
2613|171.64.65.65|p2613_TETHERED VESICLES|308047|20.00|40.00|755.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
2614|171.64.65.65|p2614_LIPID ONLY|149277|20.00|40.00|287.00|100|GROMACS33|*Lipid Membrane Interactions|kasson|
2615|171.64.65.65|p2615_Protein|126108|30.00|50.00|664.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
2618|171.64.65.56|p2618_tethered_vesicles|308047|4.00|4.00|1350.00|100|GRO-SMP||kasson|
2620|171.64.65.65|p2620_p1475_tet1_03_1 t= 20000.00000|126006|20.00|40.00|292.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
2621|171.64.65.65|p2621_p1475_tet1_03_1 t= 20000.00000|126006|20.00|40.00|292.00|100|GROMACS|*Lipid Membrane Interactions|kasson|
2650|171.64.65.64|p2650_(unknown_name)|0|3.00|0.00|1148.00|100|GRO-SMP|*Lipid Membrane Interactions|kasson|
2651|171.64.65.64|p2651_Protein in POPC|77373|3.00|4.00|1760.00|100|GRO-SMP|*Lipid Membrane Interactions|kasson|
2652|171.64.65.64|p2652_P2650|33529|3.00|3.00|1148.00|100|GRO-SMP|*Lipid Membrane Interactions|kasson|
2653|171.64.65.64|p2653_Protein in POPC|77583|3.00|4.00|1760.00|100|GRO-SMP||kasson|
2711|171.65.103.159|p2711_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2715|171.65.103.159|p2715_GPUlambda|1258|0.00|0.00|1.00|100|GROGPU|*Lambda Repressor|densign|
2717|171.65.103.159|p2717_p2714_GPUlambda|1258|0.00|0.00|1.00|100|GROGPU|*Lambda Repressor|densign|
2718|171.65.103.159|p2718_GPUlambda|1258|0.00|0.00|1.00|100|GROGPU|*Lambda Repressor|densign|
2721|171.65.103.159|p2721_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2722|171.65.103.159|p2722_GPUlambda|1258|3.00|4.00|220.00|100|GROGPU|*Lambda Repressor|densign|
2723|171.65.103.159|p2723_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2725|171.65.103.159|p2725_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2728|171.65.103.159|p2728_GPU villin nle 00|590|3.00|4.00|220.00|100|GROGPU|*Lambda Repressor|densign|
2730|171.64.65.20|p2730_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2731|171.64.65.20|p2731_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2732|171.64.65.20|p2732_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2733|171.64.65.20|p2733_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2734|171.64.65.20|p2734_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2735|171.64.65.20|p2735_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2736|171.64.65.20|p2736_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2737|171.64.65.20|p2737_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2738|171.64.65.20|p2738_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2739|171.64.65.20|p2739_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2740|171.64.65.20|p2740_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2741|171.64.65.20|p2741_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2742|171.64.65.20|p2742_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2743|171.64.65.20|p2743_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2744|171.64.65.20|p2744_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2745|171.64.65.20|p2745_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2746|171.64.65.20|p2746_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2747|171.64.65.20|p2747_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2748|171.64.65.20|p2748_GPUlambda|1258|3.00|6.00|330.00|100|GROGPU|*Lambda Repressor|densign|
2755|171.64.65.103|p2755_p2751_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2756|171.64.65.103|p2756_supervillin_StillGBSA_AM03_e1|576|2.00|4.00|0.00|100|GROGPU||NA|
2757|171.64.65.103|p2757_p2751_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2758|171.64.65.103|p2758_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2759|171.64.65.103|p2759_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2760|171.64.65.103|p2760_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2761|171.64.65.103|p2761_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2762|171.64.65.103|p2762_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2763|171.64.65.103|p2763_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2764|171.64.65.103|p2764_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2765|171.64.65.103|p2765_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2766|171.64.65.103|p2766_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2767|171.64.65.103|p2767_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2768|171.64.65.103|p2768_p2765_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2769|171.64.65.103|p2769_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2770|171.64.65.103|p2770_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2771|171.64.65.103|p2771_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2772|171.64.65.103|p2772_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2774|171.64.65.103|p2774_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2775|171.64.65.103|p2775_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2776|171.64.65.103|p2776_N68H_AM03|582|2.00|4.00|0.00|100|GROGPU||NA|
2777|171.64.65.103|p2777_p2751_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2778|171.64.65.103|p2778_p2751_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2779|171.64.65.103|p2779_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2780|171.64.65.103|p2780_p2779_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2781|171.64.65.103|p2781_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2782|171.64.65.103|p2782_p2781_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2783|171.64.65.103|p2783_p2781_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2784|171.64.65.103|p2784_p2781_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2785|171.64.65.103|p2785_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2786|171.64.65.103|p2786_p2785_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2787|171.64.65.103|p2787_p2785_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2788|171.64.65.103|p2788_N68H_AM03|582|20.00|20.00|0.00|100|GROGPU||densign|
2791|171.64.65.103|p2791_supervillin_300K|576|20.00|20.00|100.00|100|GROGPU2||densign|
2792|171.64.65.103|p2792_supervillin_330K|576|20.00|20.00|100.00|100|GROGPU2||densign|
2793|171.64.65.103|p2793_supervillin_370K|576|20.00|20.00|100.00|100|GROGPU2||densign|
2798|171.64.65.103|p2798_N68H_AM03|582|2.00|4.00|97.00|0|TINKER||densign|
2799|171.64.65.103|p2799_N68H_AM03|582|1.00|4.00|97.00|100|GROGPU2||densign|
2800|169.230.26.30|p2800_jrz_apo|21142|39.00|58.00|214.00|100|GROMACS33|*T4 Lysozyme|mobley|
2801|169.230.26.30|p2801_jrz_apo|21166|39.00|58.00|214.00|100|GROMACS33|*T4 Lysozyme|mobley|
2904|171.65.103.163|p2904_BBA5|12200|26.00|38.00|132.00|100|GROST|*Synthetic Construct|huangx|
2905|171.65.103.163|p2905_GCAA_TETRALOOP_HAIRPIN_SREM|12229|63.00|93.00|333.00|100|GROST|General|huangx|
2906|171.65.103.163|p2906_BBA5_ext|12200|26.00|38.00|132.00|100|GROST|*Synthetic Construct|huangx|
2907|171.65.103.163|p2907_BBA5|12200|26.00|38.00|132.00|100|GROST|*Synthetic Contruct|huangx|
2908|171.65.103.163|p2908_Fs_peptide|6384|8.00|11.00|33.00|100|GROST|General|huangx|
2913|171.65.103.106|p2913_RNA_K_TURN_KT_U4|10882|53.00|78.00|558.00|100|GROST|General|huangx|
2914|171.65.103.106|p2914_RNA_K_TURN_KT_U4_Ion1|10522|52.00|76.00|546.00|100|GROST|General|huangx|
2915|171.65.103.106|p2915_RNA_K_TURN_KT_U4_Ion2|10522|52.00|78.00|556.00|100|GROST|General|huangx|
2920|171.65.103.163|p2920_|0|10.00|14.00|44.00|100|GROST|General|huangx|
2921|171.65.103.163|p2921_|0|10.00|14.00|44.00|100|GROST|General|huangx|
2928|171.64.122.78|p2928_fs_simtemp_nat|6384|62.00|92.00|330.00|100|GROST||huangx|
2929|171.64.122.78|p2929_fs_simtemp_unf|6384|62.00|92.00|330.00|100|GROST||huangx|
2951|171.65.103.158|p2951_fs_simtemp_nat|6384|10.00|14.00|44.00|100|GROSIMT|General|huangx|
2952|171.65.103.158|p2952_fs_simtemp_unf|6384|10.00|14.00|44.00|100|GROSIMT|General|huangx|
2960|171.65.103.163|p2960_BBA5_N_Amb03|12200|26.00|38.00|132.00|100|GROST|*Synthetic Construct|gbowman|
2961|171.65.103.163|p2961_BBA5_U_Amb99|12200|26.00|38.00|132.00|100|GROST|*Synthetic Construct|gbowman|
2962|171.64.122.78|p2962_BBA5_N_Amb03|12200|26.00|38.00|132.00|100|GROST|*Synthetic Construct|gbowman|
2963|171.64.122.78|p2963_BBA5_U_Amb99|12200|26.00|38.00|132.00|100|GROST|*Synthetic Construct|gbowman|
2964|171.65.103.163|p2964_BBA5_N_Amb99p|12200|26.00|38.00|132.00|100|GROST|*Synthetic Construct|gbowman|
2965|171.65.103.163|p2965_BBA5_U_Amb99p|12200|26.00|38.00|132.00|100|GROST|*Synthetic Construct|gbowman|
2966|171.64.122.78|p2966_BBA5_N_Amb99p|12200|26.00|38.00|132.00|100|GROST|*Synthetic Construct|gbowman|
2967|171.64.122.78|p2967_BBA5_U_Amb99p|12200|26.00|38.00|132.00|100|GROST|*Synthetic Construct|gbowman|
2970|171.64.122.131|p2970_N17_native|7294|55.00|81.00|292.50|100|GROSIMT||nwkelley|
2971|171.64.122.131|p2971_N17_extend|7294|55.00|81.00|292.50|100|GROSIMT||nwkelley|
3006|171.64.65.56|p3006_SMP-msv-99p|10066|4.00|12.00|587.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3007|171.64.65.56|p3007_SMP-msv-03|10066|1.00|12.00|587.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3008|171.64.65.56|p3008_SMP-nsv-99p|10066|4.00|12.00|587.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3009|171.64.65.56|p3009_SMP-nsv-03|10066|4.00|12.00|587.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3020|171.64.65.56|p3020_SMP-nsv-03|9684|1.00|2.00|587.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3022|171.64.65.63|p3022_SMP-msv-2003|9684|0.00|1.00|658.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3023|171.64.65.56|p3023_SMP-water-box|9642|1.50|2.50|587.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3024|171.64.65.63|p3024_SMP-msv-2003|9684|0.75|1.50|652.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3025|171.64.65.56|p3025_SMP-nsv-03|9684|1.50|2.50|587.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3026|171.64.65.63|p3026_SMP-msv-2003|9684|0.00|1.00|691.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3027|171.64.65.56|p3027_SMP-nsv-03|9684|1.50|2.50|716.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3028|171.64.65.63|p3028_SMP-ensv-03|9684|2.00|3.00|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3029|171.64.65.63|p3029_SMP-emsv-03|9684|2.00|3.00|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3032|171.64.65.63|p3032_p3028_SMP-ensv-03|9684|2.00|3.00|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3033|171.64.65.63|p3033_p3029_SMP-emsv-03|9684|2.00|3.00|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3034|171.64.65.63|p3034_p3028_SMP-ensv-03|9684|2.00|3.00|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3035|171.64.65.63|p3035_p3029_SMP-emsv-03|9684|2.00|3.00|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3036|171.64.65.63|p3036_p3028_SMP-ensv-03|9684|1.50|3.00|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3037|171.64.65.63|p3037_p3029_SMP-emsv-03|9684|1.50|3.00|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3038|171.65.103.160|p3038_p3030_supervillin-03|9684|36.00|53.00|186.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
3039|171.65.103.160|p3039_p3030_supervillin-03|9684|36.00|53.00|186.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
3040|171.64.65.58|p3040_p3030_supervillin-03|9684|36.00|53.00|186.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
3041|171.64.65.58|p3041_p3030_supervillin-03|9684|36.00|53.00|186.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
3042|171.64.65.58|p3042_p3030_supervillin-03|9684|36.00|53.00|186.00|100|GROMACS|Gastrointestinal tumors and Adenocarcinomas|densign|
3043|171.64.65.63|p3043_p3029_SMP-emsv-03|9684|1.50|3.00|1461.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3044|171.64.65.58|p3044_Human Hpin1 mutant 4|8810|42.00|61.00|218.00|100|GROMACS|General|densign|
3045|171.64.65.58|p3045_FORMIN BINDING PROTEIN|8433|59.00|88.00|314.00|100|GROMACS|General|densign|
3046|171.64.65.58|p3046_human_hpin1_m1_99p|9590|45.00|66.00|236.00|100|GROMACS|General|densign|
3047|171.64.65.58|p3047_Human Hpin1 mutant 4 373K|8810|42.00|61.00|218.00|100|GROMACS|General|densign|
3048|171.64.65.58|p3048_FORMIN BINDING PROTEIN_373K|8433|59.00|88.00|314.00|100|GROMACS|General|densign|
3049|171.64.65.58|p3049_human_hpin1_m1_99p_373K|9590|45.00|66.00|236.00|100|GROMACS|General|densign|
3050|171.64.65.63|p3050_SMP-svE4A-03|9679|1.40|2.90|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3051|171.64.65.63|p3051_SMP-svV9A-03|9678|1.50|3.00|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3052|171.64.65.63|p3052_SMP-sv3way-03|9664|1.50|3.00|1440.00|100|GRO-SMP|Gastrointestinal tumors and Adenocarcinomas|densign|
3059|171.64.65.63|p3059_supervillin_newbox|19875|1.25|2.42|1167.00|100|GRO-SMP||densign|
3060|171.64.65.63|p3060_BBA5_1|9416|2.58|5.21|2539.00|100|GRO-SMP||densign|
3061|171.64.65.63|p3061_lambda5_2003|21521|1.36|2.72|1329.00|100|GRO-SMP||densign|
3062|171.64.65.63|p3062_lambda5_99sb|21521|1.80|3.50|1732.00|100|GRO-SMP||densign|
3063|171.64.65.63|p3063_lambda5_99sb_big|66728|1.88|3.76|1837.00|100|GRO-SMP||densign|
3064|171.64.65.63|p3064_lambda5_2003|21521|1.80|3.60|1753.00|100|GRO-SMP||densign|
3065|171.64.65.63|p3065_lambda5_99sb_big|66728|2.20|4.40|2144.00|100|GRO-SMP||densign|
3123|171.64.65.96|p3123_supervillin_e1|576|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3124|171.64.65.96|p3124_supervillin_e2|576|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3125|171.64.65.96|p3125_supervillin_e3|576|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3126|171.64.65.96|p3126_supervillin_e4|576|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3127|171.64.65.96|p3127_hisvillin_e1|582|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3128|171.64.65.96|p3128_hisvillin_e2|582|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3129|171.64.65.96|p3129_hisvillin_e3|582|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3130|171.64.65.96|p3130_hisvillin_e4|582|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3147|171.64.65.73|p3147_supervillin_e1|576|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3148|171.64.65.73|p3148_supervillin_e2|576|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3149|171.64.65.73|p3149_supervillin_e3|576|1.00|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3150|171.64.65.73|p3150_supervillin_e4|576|1.00|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3151|171.64.65.73|p3151_hisvillin_e1|582|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3152|171.64.65.73|p3152_hisvillin_e2|582|1.30|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3153|171.64.65.73|p3153_hisvillin_e3|582|1.00|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3154|171.64.65.73|p3154_hisvillin_e4|582|1.00|3.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3155|171.64.65.55|p3155_supervillin_e1|576|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3156|171.64.65.55|p3156_supervillin_e1.5|576|1.00|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3157|171.64.65.55|p3157_supervillin_e1|576|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3158|171.64.65.55|p3158_supervillin_e1.5|576|1.00|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3159|171.64.65.55|p3159_hisvillin_e1|582|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3160|171.64.65.55|p3160_hisvillin_e1.5|582|1.00|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3161|171.64.65.55|p3161_hisvillin_e1|582|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3171|171.64.65.96|p3171_supervillin_e1.25|576|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3172|171.64.65.96|p3172_supervillin_e1.5|576|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3173|171.64.65.96|p3173_supervillin_e1.75|576|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3174|171.64.65.96|p3174_supervillin_e1.25|576|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3175|171.64.65.96|p3175_supervillin_e1.5|576|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3176|171.64.65.96|p3176_supervillin_e1.75|576|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3177|171.64.65.96|p3177_hisvillin_e1.25|582|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3178|171.64.65.96|p3178_hisvillin_e1.5|582|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3179|171.64.65.96|p3179_hisvillin_e1.75|582|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3180|171.64.65.96|p3180_hisvillin_e1.25|582|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3181|171.64.65.96|p3181_hisvillin_e1.5|582|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3182|171.64.65.96|p3182_hisvillin_e1.75|582|1.30|4.00|287.00|100|GRO-PS3|Gastrointestinal tumors and Adenocarcinomas|densign|
3189|171.64.65.83|p3189_supervillin_e1.25|576|1.30|4.00|287.00|100|GRO-PS3||densign|
3190|171.64.65.73|p3190_supervillin_e1.25|576|1.30|4.00|287.00|100|GRO-PS3||densign|
3191|171.64.65.96|p3191_supervillin_StillGBSA_AM03_e1|576|2.00|3.00|211.00|100|GRO-PS3||densign|
3192|171.64.65.96|p3192_supervillin_StillGBSA_AM03_e2|576|1.30|4.00|289.00|100|GRO-PS3||densign|
3193|171.64.65.96|p3193_N68H_StillGBSA_AM03_e1|582|1.20|3.60|270.00|100|GRO-PS3||densign|
3194|171.64.65.96|p3194_N68H_StillGBSA_AM03_e2|582|1.20|3.60|275.00|100|GRO-PS3||densign|
3195|171.64.65.96|p3195_supervillin_StillGBSA_AM99sb_e1|576|2.00|3.00|250.00|100|GRO-PS3||densign|
3196|171.64.65.96|p3196_p3192_supervillin_StillGBSA_AM03_e2|576|1.30|4.00|289.00|100|GRO-PS3||densign|
3197|171.64.65.96|p3197_N68H_StillGBSA_AM99sb_e1|582|1.20|3.60|270.00|100|GRO-PS3||densign|
3198|171.64.65.96|p3198_p3194_N68H_StillGBSA_AM03_e2|582|1.20|3.60|275.00|100|GRO-PS3||densign|
3199|171.64.65.96|p3199_p3190_supervillin_e1.25|576|1.30|4.00|287.00|100|GRO-PS3||densign|
3300|171.64.122.127|p3300_riblig|2626|2.00|10.00|48.00|100|DGROMACS|General|guha|
3301|171.64.65.83|p3301_ribcomp|24802|4.00|12.00|47.00|50|DGROMACS|General|guha|
3302|171.64.65.83|p3302_ribcompHT|24802|7.00|24.00|94.00|100|DGROMACS|General|guha|
3303|171.64.65.106|p3303_ribocomp-pr|27775|2.00|13.00|57.00|40|DGROMACS|*Ribosomal Tunnel|guha|
3304|171.64.65.106|p3304_ribmorelig|1795|3.00|9.00|34.00|100|DGROMACS||NA|
3305|171.64.65.106|p3305_ribomorecomp|39049|5.00|25.00|91.00|40|DGROMACS||NA|
3306|171.64.65.106|p3306_ribocomp3|59737|5.00|37.00|137.00|40|DGROMACS||relly1|
3402|171.65.103.160|p3402_dpdp-ii TIP3P ff94|14312|39.00|58.00|206.00|100|GROMACS|General|vvoelz|
3403|171.65.103.160|p3403_dpdp-ii TIP3P ff96|14312|39.00|58.00|206.00|100|GROMACS|General|vvoelz|
3404|171.65.103.160|p3404_dpdp-ii TIP3P ff99|14312|39.00|58.00|206.00|100|GROMACS|General|vvoelz|
